ID,contestId,index,name,rating
134102,1676,H1,Maximum Crossings (Easy Version),1400
134098,1676,G,White-Black Balanced Subtrees,1300
134095,1676,F,Longest Strike,1300
134092,1676,E,Eating Queries,1100
134089,1676,D,X-Sum,1000
134086,1676,C,Most Similar Words,800
134083,1676,B,Equal Candies,800
134080,1676,A,Lucky?,800
134018,1675,G,Sorting Pancakes,2300
134015,1675,F,Vlad and Unfinished Business,1800
134012,1675,E,"Replace With the Previous, Minimize",1500
134009,1675,D,Vertical Paths,1300
134006,1675,C,Detective Task,1100
134003,1675,B,Make It Increasing,900
134000,1675,A,Food for Animals,800
133938,1674,G,Remove Directed Edges,2000
133935,1674,F,Desktop Rearrangement,1800
133932,1674,E,Breaking the Wall,2000
133929,1674,D,A-B-C Sort,1200
133926,1674,C,Infinite Replacement,1000
133923,1674,B,Dictionary,800
133920,1674,A,Number Transformation,800
133855,1673,F,Anti-Theft Road Planning,2400
133852,1673,E,Power or XOR?,2500
133849,1673,D,Lost Arithmetic Progression,1900
133846,1673,C,Palindrome Basis,1500
133843,1673,B,A Perfectly Balanced String?,1100
133840,1673,A,Subtle Substring Subtraction,800
133784,1672,I,PermutationForces,3000
133781,1672,H,Zigu Zagu,2700
133778,1672,G,Cross Xor,3200
133777,1672,F2,Checker for Array Shuffling,2800
133776,1672,F1,Array Shuffling,2000
133772,1672,E,notepad.exe,2200
133769,1672,D,Cyclic Rotation,1700
133766,1672,C,Unequal Array,1100
133763,1672,B,I love AAAB,800
133760,1672,A,Log Chopping,800
133695,1671,F,Permutation Counting,2700
133692,1671,E,Preorder,2100
133689,1671,D,Insert a Progression,1600
133686,1671,C,Dolce Vita,1200
133683,1671,B,Consecutive Points Segment,1000
133680,1671,A,String Building,800
133615,1670,F,"Jee, You See?",2400
133612,1670,E,Hemose on the Tree,2200
133609,1670,D,Very Suspicious,1700
133606,1670,C,Where is the Pizza?,1400
133603,1670,B,Dorms War,1100
133600,1670,A,Prof. Slim,800
133541,1669,H,Maximal AND,1300
133538,1669,G,Fall Down,1200
133535,1669,F,Eating Candies,1100
133532,1669,E,2-Letter Strings,1200
133529,1669,D,Colorful Stamp,1100
133526,1669,C,Odd/Even Increments,800
133523,1669,B,Triple,800
133520,1669,A,Division?,800
133443,1668,B,Social Distance,900
133440,1668,A,Direction Change,800
133375,1667,F,Yin Yang,3500
133372,1667,E,Centroid Probabilities,3000
133369,1667,D,Edge Elimination,2900
133366,1667,C,Half Queen Cover,2400
133363,1667,B,Optimal Partition,2100
133360,1667,A,Make it Increasing,1300
133313,1666,L,Labyrinth,1800
133310,1666,K,Kingdom Partition,3200
133307,1666,J,Job Lookup,2100
133304,1666,I,Interactive Treasure Hunt,2200
133301,1666,H,Heroes of Might,3500
133298,1666,G,Global Warming,3100
133295,1666,F,Fancy Stack,2200
133292,1666,E,Even Split,2500
133289,1666,D,Deletive Editing,900
133286,1666,C,Connect the Points,1800
133283,1666,B,Budget Distribution,3300
133280,1666,A,Admissible Map,3300
133212,1665,E,MinimizOR,2500
133209,1665,D,GCD Guess,2000
133206,1665,C,Tree Infection,1600
133203,1665,B,Array Cloning Technique,900
133200,1665,A,GCD vs LCM,800
132895,1661,F,Teleporters,2600
132892,1661,E,Narrow Components,2500
132889,1661,D,Progressions Covering,1900
132886,1661,C,Water the Trees,1700
132883,1661,B,Getting Zero,1300
132880,1661,A,Array Balancing,800
132817,1660,F2,Promising String (hard version),2100
132816,1660,F1,Promising String (easy version),1700
132812,1660,E,Matrix and Shifts,1600
132809,1660,D,Maximum Product Strikes Back,1600
132806,1660,C,Get an Even String,1300
132803,1660,B,Vlad and Candies,800
132800,1660,A,Vasya and Coins,800
132735,1659,F,Tree and Permutation Game,3000
132732,1659,E,AND-MEX Walk,2200
132729,1659,D,Reverse Sort Sum,1900
132726,1659,C,Line Empire,1500
132723,1659,B,Bit Flipping,1300
132720,1659,A,Red Versus Blue,1000
132655,1658,F,Juju and Binary String,2700
132652,1658,E,Gojou and Matrix Game,2500
132651,1658,D2,388535 (Hard Version),2300
132650,1658,D1,388535 (Easy Version),1600
132646,1658,C,Shinju and the Lost Permutation,1700
132643,1658,B,Marin and Anti-coprime Permutation,800
132640,1658,A,Marin and Photoshoot,800
132575,1657,F,Words on Tree,2600
132572,1657,E,Star MST,2200
132569,1657,D,For Gamers. By Gamers.,2000
132566,1657,C,Bracket Sequence Deletion,1200
132563,1657,B,XY Sequence,800
132560,1657,A,Integer Moves,800
132504,1656,I,Neighbour Ordering,3500
132501,1656,H,Equal LCM Subsets,3200
132498,1656,G,Cycle Palindrome,3200
132495,1656,F,Parametric MST,2600
132492,1656,E,Equal Tree Sums,2200
132489,1656,D,K-good,1900
132486,1656,C,Make Equal With Mod,1200
132483,1656,B,Subtract Operation,1100
132480,1656,A,Good Pairs,800
132341,1654,H,Three Minimums,3500
132338,1654,G,Snowy Mountain,2900
132335,1654,F,Minimal String Xoration,2800
132332,1654,E,Arithmetic Operations,2300
132329,1654,D,Potion Brewing Class,2100
132326,1654,C,Alice and the Cake,1400
132323,1654,B,Prefix Removals,800
132320,1654,A,Maximum Cake Tastiness,800
132095,1651,F,Tower Defense,3000
132092,1651,E,Sum of Matchings,2600
132089,1651,D,Nearest Excluded Points,1900
132086,1651,C,Fault-tolerant Network,1500
132083,1651,B,Prove Him Wrong,800
132080,1651,A,Playoff,800
132018,1650,G,Counting Shortcuts,2100
132015,1650,F,Vitaly and Advanced Useless Algorithms,2200
132012,1650,E,Rescheduling the Exam,1900
132009,1650,D,Twist the Permutation,1300
132006,1650,C,Weight of the System of Nested Segments,1200
132003,1650,B,DIV + MOD,900
132000,1650,A,Deletions of Two Adjacent Letters,800
131923,1649,B,Game of Ball Passing,1300
131920,1649,A,Game,800
131855,1648,F,Two Avenues,3500
131852,1648,E,Air Reform,3200
131849,1648,D,Serious Business,2800
131846,1648,C,Tyler and Strings,1900
131843,1648,B,Integral Array,1800
131840,1648,A,Weird Sum,1400
131775,1647,F,Madoka and Laziness,3100
131772,1647,E,Madoka and the Sixth-graders,2500
131769,1647,D,Madoka and the Best School in Russia,1900
131766,1647,C,Madoka and Childish Pranks,1300
131763,1647,B,Madoka and the Elegant Gift,1200
131760,1647,A,Madoka and Math Dad,800
131695,1646,F,Playing Around the Table,2900
131692,1646,E,Power Board,2200
131689,1646,D,Weight the Tree,2000
131686,1646,C,Factorials and Powers of Two,1500
131683,1646,B,Quality vs Quantity,800
131680,1646,A,Square Counting,800
131535,1644,F,Basis,2900
131532,1644,E,Expand the Path,1900
131529,1644,D,Cross Coloring,1700
131526,1644,C,Increase Subarray Sums,1400
131523,1644,B,Anti-Fibonacci Permutation,800
131520,1644,A,Doors and Keys,800
131363,1642,B,Power Walking,900
131360,1642,A,Hard Way,800
131295,1641,F,Covering Circle,3500
131292,1641,E,Special Positions,3300
131289,1641,D,Two Arrays,2700
131286,1641,C,Anonymity Is Important,2200
131283,1641,B,Repetitions Decoding,2000
131280,1641,A,Great Sequence,1200
131055,1638,F,Two Posters,3200
131052,1638,E,Colorful Operations,2400
131049,1638,D,Big Brush,2000
131046,1638,C,Inversion Graph,1300
131043,1638,B,Odd Swap Sort,1100
131040,1638,A,Reverse,800
130981,1637,H,Minimize Inversions Number,3500
130978,1637,G,Birthday,3000
130975,1637,F,Towers,2500
130972,1637,E,Best Pair,2100
130969,1637,D,Yet Another Minimization Problem,1800
130966,1637,C,Andrew and Stones,1200
130963,1637,B,MEX and Array,1100
130960,1637,A,Sorting Parts,800
130815,1635,F,Closest Pair ,2800
130812,1635,E,Cars ,2200
130809,1635,D,Infinite Set,1800
130806,1635,C,Differential Sorting,1200
130803,1635,B,Avoid Local Maximums,800
130800,1635,A,Min Or Sum,800
130735,1634,F,Fibonacci Additions,2700
130732,1634,E,Fair Share,2400
130729,1634,D,Finding Zero,2000
130726,1634,C,OKEA,1000
130723,1634,B,Fortune Telling,1400
130720,1634,A,Reverse and Concatenate,800
130655,1633,F,Perfect Matching,2800
130652,1633,E,Spanning Tree Queries,2400
130649,1633,D,Make Them Equal,1600
130646,1633,C,Kill the Monster,1100
130643,1633,B,Minority,800
130640,1633,A,Div. 7,800
130574,1632,E2,Distance Tree (hard version),2700
130573,1632,E1,Distance Tree (easy version),2400
130569,1632,D,New Year Concert,2000
130566,1632,C,Strange Test,1600
130563,1632,B,Roof Construction,1000
130560,1632,A,ABC,800
130483,1631,B,Fun with Even Subarrays,1100
130480,1631,A,Min Max Swap,800
130415,1630,F,Making It Bipartite,3400
130412,1630,E,Expected Components,2900
130409,1630,D,Flipping Range,2400
130406,1630,C,Paint the Middle,2200
130403,1630,B,Range and Partition,1800
130400,1630,A,And Matching,1500
130323,1629,B,GCD Arrays,800
130320,1629,A,Download More RAM,800
130255,1628,F,Spaceship Crisis Management,3500
130252,1628,E,Groceries in Meteor Town,3100
130251,1628,D2,Game on Sum (Hard Version),2400
130250,1628,D1,Game on Sum (Easy Version),2100
130246,1628,C,Grid Xor,2300
130243,1628,B,Peculiar Movie Preferences,1700
130240,1628,A,Meximum Array,1400
130175,1627,F,Not Splitting,2700
130172,1627,E,Not Escaping,2200
130169,1627,D,Not Adding,1900
130166,1627,C,Not Assigning,1400
130163,1627,B,Not Sitting,1300
130160,1627,A,Not Shading,800
130095,1626,F,A Random Code Problem,2800
130092,1626,E,Black and White Tree,2400
130089,1626,D,Martial Arts Tournament,2100
130086,1626,C,Monsters And Spells,1700
130083,1626,B,Minor Reduction,1100
130080,1626,A,Equidistant Letters,800
130014,1625,E2,Cats on the Upgrade (hard version),2800
130013,1625,E1,Cats on the Upgrade (easy version),2500
130009,1625,D,Binary Spiders,2300
130006,1625,C,Road Optimization,1700
130003,1625,B,Elementary Particles,1100
130000,1625,A,Ancient Civilization,800
129938,1624,G,MinOr Tree,1900
129935,1624,F,Interacdive Problem,2000
129932,1624,E,Masha-forgetful,2000
129929,1624,D,Palindromes Coloring,1400
129926,1624,C,Division by Two and Permutation,1100
129923,1624,B,Make AP,900
129920,1624,A,Plus One on the Subset,800
129852,1623,E,Middle Duplication,2500
129849,1623,D,Robot Cleaner Revisit,2300
129846,1623,C,Balanced Stone Heaps,1600
129843,1623,B,Game on Ranges,1100
129840,1623,A,Robot Cleaner,800
129775,1622,F,Quadratic Set,2900
129772,1622,E,Math Test,2200
129769,1622,D,Shuffle,2000
129766,1622,C,Set or Decrease,1600
129763,1622,B,Berland Music,1000
129760,1622,A,Construct a Rectangle,800
129704,1621,I,Two Sequences,3500
129701,1621,H,Trains and Airplanes,3500
129698,1621,G,Weighted Increasing Subsequences,3200
129695,1621,F,Strange Instructions,2700
129692,1621,E,New School,2300
129689,1621,D,The Winter Hike,2100
129686,1621,C,Hidden Permutations,1700
129683,1621,B,Integers Shop,1500
129680,1621,A,Stable Arrangement of Rooks,800
129618,1620,G,Subsequences Galore,2400
129615,1620,F,Bipartite Array,2800
129612,1620,E,Replace the Numbers,1900
129609,1620,D,Exact Change,2000
129606,1620,C,BA-String,1800
129603,1620,B,Triangles on a Rectangle,1000
129600,1620,A,Equal or Not Equal,800
129541,1619,H,Permutation and Queries,2400
129538,1619,G,Unusual Minesweeper,2000
129535,1619,F,Let's Play the Hat?,2000
129532,1619,E,MEX and Increments,1700
129529,1619,D,New Year's Problem,1800
129526,1619,C,Wrong Addition,1200
129523,1619,B,Squares and Cubes,800
129520,1619,A,Square String?,800
129458,1618,G,Trader Problem,2200
129455,1618,F,Reverse,2000
129452,1618,E,Singers' Tour,1700
129449,1618,D,Array and Operations,1300
129446,1618,C,Paint the Array,1100
129443,1618,B,Missing Bigram,800
129440,1618,A,Polycarp and Sums of Subsequences,800
129372,1617,E,Christmas Chocolates,2700
129371,1617,D2,Too Many Impostors (hard version),2400
129370,1617,D1,Too Many Impostors (easy version),1800
129366,1617,C,Paprika and Permutation,1300
129363,1617,B,GCD Problem,900
129360,1617,A,Forbidden Subsequence,800
129301,1616,H,Keep XOR Low,3000
129298,1616,G,Just Add an Edge,3500
129295,1616,F,Tricolor Triangles,2900
129292,1616,E,Lexicographically Small Enough,2200
129289,1616,D,Keep the Average High,2000
129286,1616,C,Representative Edges,1500
129283,1616,B,Mirror in the String,1100
129280,1616,A,Integer Diversity,800
129221,1615,H,Reindeer Games,3000
129218,1615,G,Maximum Adjacent Pairs,3300
129215,1615,F,LEGOndary Grandmaster,2800
129212,1615,E,Purple Crayon,2400
129209,1615,D,X(or)-mas Tree,2200
129206,1615,C,Menorah,1600
129203,1615,B,And It's Non-Zero,1300
129200,1615,A,Closing The Gap,800
129132,1614,E,Divan and a Cottage,2600
129131,1614,D2,Divan and Kostomuksha (hard version),2300
129130,1614,D1,Divan and Kostomuksha (easy version),2100
129126,1614,C,Divan and bitwise operations,1500
129123,1614,B,Divan and a New Project ,1000
129120,1614,A,Divan and a Store,800
129055,1613,F,Tree Coloring,2600
129052,1613,E,Crazy Robot,2000
129049,1613,D,MEX Sequences,1900
129046,1613,C,Poisoned Dagger,1200
129043,1613,B,Absent Remainder,1000
129040,1613,A,Long Comparison,900
128978,1612,G,Max Sum Array,2500
128975,1612,F,Armor and Weapons,2800
128972,1612,E,Messages,2000
128969,1612,D,X-Magic Pair,1600
128966,1612,C,Chat Ban,1300
128963,1612,B,Special Permutation,900
128960,1612,A,Distance,800
128898,1611,G,Robot and Candies,2500
128895,1611,F,ATM and Students,1800
128894,1611,E2,Escape The Maze (hard version),1900
128893,1611,E1,Escape The Maze (easy version),1700
128889,1611,D,Weights Assignment For Tree Edges,1500
128886,1611,C,Polycarp Recovers the Permutation,1000
128883,1611,B,Team Composition: Programmers and Mathematicians,800
128880,1611,A,Make Even,800
128824,1610,I,Mashtali vs AtCoder,3100
128821,1610,H,Squid Game,3100
128818,1610,G,AmShZ Wins a Bet,3300
128815,1610,F,Mashtali: a Space Oddysey,3000
128812,1610,E,AmShZ and G.O.A.T.,2300
128809,1610,D,Not Quite Lee,2000
128806,1610,C,Keshi Is Throwing a Party,1600
128803,1610,B,Kalindrome Array,1100
128800,1610,A,Anti Light's Cell Guessing,900
128741,1609,H,Pushing Robots,3500
128738,1609,G,A Stroll Around the Matrix,3000
128735,1609,F,Interesting Sections,2800
128732,1609,E,William The Oblivious ,2400
128729,1609,D,Social Network,1600
128726,1609,C,Complex Market Analysis,1400
128723,1609,B,William the Vigilant,1100
128720,1609,A,Divide and Multiply,900
128658,1608,G,Alphabetic Tree,3500
128655,1608,F,MEX counting,3200
128652,1608,E,The Cells on the Paper,2800
128649,1608,D,Dominoes,2400
128646,1608,C,Game Master,1700
128643,1608,B,Build the Permutation,1200
128640,1608,A,Find Array,800
128581,1607,H,Banquet Preparations 2,2200
128578,1607,G,Banquet Preparations 1,2200
128575,1607,F,Robot on the Board 2,2300
128572,1607,E,Robot on the Board 1,1600
128569,1607,D,Blue-Red Permutation,1300
128566,1607,C,Minimum Extraction,1000
128563,1607,B,Odd Grasshopper,900
128560,1607,A,Linear Keyboard,800
128495,1606,F,Tree Queries,2800
128492,1606,E,Arena,2100
128489,1606,D,Red-Blue Matrix,2400
128486,1606,C,Banknotes,1400
128483,1606,B,Update Files,1100
128480,1606,A,AB Balance,900
128415,1605,F,PalindORme,2900
128412,1605,E,Array Equalizer,2400
128409,1605,D,Treelabeling,2100
128406,1605,C,Dominant Character,1400
128403,1605,B,Reverse Sort,1000
128400,1605,A,A.M. Deviation,800
128323,1604,B,XOR Specia-LIS-t,1100
128320,1604,A,Era,800
128255,1603,F,"October 18, 2017",2700
128252,1603,E,A Perfect Problem,3200
128249,1603,D,Artistic Partition,3000
128246,1603,C,Extreme Extension,2300
128243,1603,B,Moderate Modular Mode,1600
128240,1603,A,Di-visible Confusion,1300
128163,1602,B,Divine Array,1100
128160,1602,A,Two Subsequences,800
128095,1601,F,Two Sorts,3400
128092,1601,E,Phys Ed Online,2900
128089,1601,D,Difficult Mountain,2700
128086,1601,C,Optimal Insertion,2300
128083,1601,B,Frog Traveler,1900
128080,1601,A,Array Elimination,1300
128027,1600,J,Robot Factory,1400
128015,1600,F,Party Organization,2300
128012,1600,E,Array Game,1900
127947,1599,J,Bob's Beautiful Array,2600
127944,1599,I,Desert,2700
127941,1599,H,Hidden Fortress,2100
127938,1599,G,Shortest path,2700
127935,1599,F,Mars,2700
127932,1599,E,Two Arrays,3200
127929,1599,D,Bubble Popping,3200
127926,1599,C,Bubble Strike,2000
127923,1599,B,Restaurant Game,3100
127920,1599,A,Weights,2600
127858,1598,G,The Sum of Good Numbers,3200
127855,1598,F,RBS,2400
127852,1598,E,Staircases,2100
127849,1598,D,Training Session,1700
127846,1598,C,Delete Two Elements,1200
127843,1598,B,Groups,1000
127840,1598,A,Computer Game,800
127535,1594,F,Ideal Farm,2400
127534,1594,E2,Rubik's Cube Coloring (hard version),2300
127533,1594,E1,Rubik's Cube Coloring (easy version),1300
127529,1594,D,The Number of Imposters,1700
127526,1594,C,Make Them Equal,1200
127523,1594,B,Special Numbers,1100
127520,1594,A,Consecutive Sum Riddle,800
127458,1593,G,Changing Brackets,2200
127455,1593,F,Red-Black Number,2100
127452,1593,E,Gardener and Tree,1600
127451,1593,D2,Half of Same,1900
127450,1593,D1,All are Same,1100
127446,1593,C,Save More Mice,1000
127443,1593,B,Make it Divisible by 25,900
127440,1593,A,Elections,800
127377,1592,F2,Alice and Recoloring 2,2800
127376,1592,F1,Alice and Recoloring 1,2600
127372,1592,E,Bored Bakry,2400
127369,1592,D,Hemose in ICPC ?,2300
127366,1592,C,Bakry and Partitioning,1700
127363,1592,B,Hemose Shopping,1200
127360,1592,A,Gamer Hemose,800
127055,1588,F,Jumping Through the Array,3500
126904,1586,I,Omkar and Mosaic,3500
126818,1585,G,Poachers,2500
126815,1585,F,Non-equal Neighbours,2400
126812,1585,E,Frequency Queries,2400
126809,1585,D,Yet Another Sorting Problem,1900
126806,1585,C,Minimize Distance,1300
126803,1585,B,Array Eversion,900
126800,1585,A,Life of a Flower,800
126738,1584,G,Eligible Segments,3200
126735,1584,F,Strange LCS,2600
126732,1584,E,Game with Stones,2300
126729,1584,D,Guess the Permutation,2000
126726,1584,C,Two Arrays,900
126723,1584,B,Coloring Rectangles,1000
126720,1584,A,Mathematical Addition,800
126661,1583,H,Omkar and Tours,3300
126658,1583,G,Omkar and Time Travel,3000
126655,1583,F,Defender of Childhood Dreams,2500
126652,1583,E,Moment of Bloom,2200
126649,1583,D,Omkar and the Meaning of Life,1800
126646,1583,C,Omkar and Determination,1700
126643,1583,B,Omkar and Heavenly Tree,1200
126640,1583,A,Windblume Ode,800
126578,1582,G,Kuzya and Homework,2600
126577,1582,F2,Korney Korneevich and XOR (hard version),2400
126576,1582,F1,Korney Korneevich and XOR (easy version),1800
126572,1582,E,Pchelyonok and Segments,2000
126569,1582,D,"Vupsen, Pupsen and 0",1600
126566,1582,C,Grandma Capa Knits a Scarf,1200
126563,1582,B,Luntik and Subsequences,900
126560,1582,A,Luntik and Concerts,800
126483,1581,B,Diameter of Graph,1200
126480,1581,A,CQXYM Count Permutations,800
126415,1580,F,Problems for Codeforces,3300
126412,1580,E,Railway Construction,3400
126409,1580,D,Subsequence,2900
126406,1580,C,Train Maintenance,2200
126403,1580,B,Mathematics Curriculum,2600
126400,1580,A,Portal,1700
126338,1579,G,Minimal Coverage,2200
126335,1579,F,Array Stabilization (AND version),1700
126334,1579,E2,Array Optimization by Deque,1700
126333,1579,E1,Permutation Minimization by Deque,1000
126329,1579,D,Productive Meeting,1400
126326,1579,C,Ticks,1500
126323,1579,B,Shifting Sort,1100
126320,1579,A,Casimir's String Solitaire,800
126276,1578,M,The Mind,2700
126273,1578,L,Labyrinth,2400
126270,1578,K,Kingdom of Islands,2800
126267,1578,J,Just Kingdom,3100
126264,1578,I,Interactive Rays,3300
126261,1578,H,Higher Order Functions,1700
126258,1578,G,Game of Chance,3500
126255,1578,F,Framing Pictures,2900
126252,1578,E,Easy Scheduling,1200
126249,1578,D,Dragon Curve,3200
126246,1578,C,Cactus Lady and her Cing,3500
126243,1578,B,Building Forest Trails,2800
126240,1578,A,Anti-Tetris,2800
126036,1575,M,Managing Telephone Poles,2400
126033,1575,L,Longest Array Deconstruction,2100
126030,1575,K,Knitting Batik,2200
126027,1575,J,Jeopardy of Dropped Balls,1500
126024,1575,I,Illusions of the Desert,2300
126021,1575,H,Holiday Wall Ornaments,2200
126018,1575,G,GCD Festival,2200
126015,1575,F,Finding Expected Value,2900
126012,1575,E,Eye-Pleasing City Park Tour,2600
126009,1575,D,Divisible by Twenty-Five,1800
126006,1575,C,Cyclic Sum,3000
126003,1575,B,Building an Amusement Park,2300
126000,1575,A,Another Sorting Problem,1100
125935,1574,F,Occurrences,2700
125932,1574,E,Coloring,2500
125929,1574,D,The Strongest Build,2000
125926,1574,C,Slay the Dragon,1300
125923,1574,B,Combinatorics Homework,1100
125920,1574,A,Regular Bracket Sequences,800
125843,1573,B,Swaps,1400
125840,1573,A,Countdown,800
125775,1572,F,Stations,3400
125772,1572,E,Polygon,3000
125769,1572,D,Bridge Club,2800
125766,1572,C,Paint,2700
125763,1572,B,Xor of 3,2500
125760,1572,A,Book,1800
125707,1571,J,Two Railroads,3000
125704,1571,I,Physical Examination,3200
125701,1571,H,Laser Beams,2900
125698,1571,G,A Battle Against a Dragon,2500
125695,1571,F,Kotlinforces,2000
125692,1571,E,Fix the String,1700
125689,1571,D,Sweepstake,1800
125686,1571,C,Rhyme,1800
125683,1571,B,Epic Novel,1300
125680,1571,A,Sequence of Comparisons,800
125535,1569,F,Palindromic Hamiltonian Path,3000
125532,1569,E,Playoff Restoration,2600
125529,1569,D,Inconvenient Pairs,1900
125526,1569,C,Jury Meeting,1500
125523,1569,B,Chess Tournament,1000
125520,1569,A,Balanced Substring,800
125375,1567,F,One-Four Overload,2700
125372,1567,E,Non-Decreasing Dilemma,2200
125369,1567,D,Expression Evaluation Error,2000
125366,1567,C,Carrying Conundrum,1600
125363,1567,B,MEXor Mixup,1000
125360,1567,A,Domino Disaster,800
125301,1566,H,Xor-quiz,3200
125298,1566,G,Four Vertices,3100
125295,1566,F,Points Movement,2600
125292,1566,E,Buds Re-hanging,2000
125291,1566,D2,Seating Arrangements (hard version) ,1600
125290,1566,D1,Seating Arrangements (easy version) ,1100
125286,1566,C,MAX-MEX Cut,1000
125283,1566,B,MIN-MEX Cut,800
125280,1566,A,Median Maximization,800
124975,1562,F,Tubular Bells,2900
124972,1562,E,Rescue Niwen!,2500
124971,1562,D2,Two Hundred Twenty One (hard version),2200
124970,1562,D1,Two Hundred Twenty One (easy version),1700
124966,1562,C,Rings,1500
124963,1562,B,Scenes From a Memory,1000
124960,1562,A,The Miracle and the Sleeper,800
124890,1561,D1,Up the Strip (simplified version),1700
124886,1561,C,Deep Down Below,1300
124880,1561,A,Simply Strange Sort,800
124817,1560,F2,Nearest Beautiful Number (hard version),2100
124816,1560,F1,Nearest Beautiful Number (easy version),1900
124812,1560,E,Polycarp and String Transformation,1800
124809,1560,D,Make a Power of Two,1300
124806,1560,C,Infinity Table,800
124803,1560,B,Who's Opposite?,800
124800,1560,A,Dislike of Threes,800
124732,1559,E,Mocha and Stars,2200
124731,1559,D2,Mocha and Diana (Hard Version),2500
124730,1559,D1,Mocha and Diana (Easy Version),1400
124726,1559,C,Mocha and Hiking,1200
124723,1559,B,Mocha and Red and Blue,900
124720,1559,A,Mocha and Math,900
124655,1558,F,Strange Sort,3300
124652,1558,E,Down Below,3000
124649,1558,D,Top-Notch Insertions,2600
124646,1558,C,Bottom-Tier Reversals,2000
124643,1558,B,Up the Strip,1900
124640,1558,A,Charmed by the Game,1300
124572,1557,E,Assiut Chess,2800
124569,1557,D,Ezzat and Grid,2200
124566,1557,C,Moamen and XOR,1700
124563,1557,B,Moamen and k-subarrays,1100
124560,1557,A,Ezzat and Two Subsequences,800
124501,1556,H,DIY Tree,3300
124498,1556,G,Gates to Another World,3300
124495,1556,F,Sports Betting,2500
124492,1556,E,Equilibrium,2200
124489,1556,D,Take a Guess,1800
124486,1556,C,Compressed Bracket Sequence,1800
124483,1556,B,Take Your Places!,1300
124480,1556,A,A Variety of Operations,800
124415,1555,F,Good Graph,2700
124412,1555,E,Boring Segments,2100
124409,1555,D,Say No to Palindromes,1600
124406,1555,C,Coin Rows,1300
124403,1555,B,Two Tables,1300
124400,1555,A,PizzaForces,900
124332,1554,E,You,2600
124329,1554,D,Diane,1800
124326,1554,C,Mikasa,1800
124323,1554,B,Cobb,1700
124320,1554,A,Cherry,800
124264,1553,I,Stairs,3400
124261,1553,H,XOR and Distance,2900
124258,1553,G,Common Divisor Graph,2700
124255,1553,F,Pairwise Modulo,2300
124252,1553,E,Permutation Shift,2100
124249,1553,D,Backspace,1500
124246,1553,C,Penalty,1200
